cMVAv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "3.53037+-2.78158*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-3.34324+4.35539*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "5.60197+-4.80509*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "2.51072+-1.6823*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.698599"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.40585"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "0.166502+-1.36614*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "1.37099+0.370061*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "0.750949+-0.864224*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "1.01901+-0.0527856*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.1176+0.569457*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.14778+-1.67448*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "0.820162+0.0930975*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.805792+0.133321*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.693361+0.361284*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "1.23103+-0.545104*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "0.84183+0.0163508*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "1.06734+-0.267954*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "0.659855+0.188254*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "2.61048+-1.86547*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-3.92401+4.91938*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "4.13734+-3.33596*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "1.74871+-0.922967*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.824815"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.23954"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "0.233099+-1.10969*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "1.31905+0.455641*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "0.764332+-0.648602*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "1.01695+0.116091*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.11314+0.723185*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.14352+-1.53548*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "0.81396+0.242576*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.758463+0.39792*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.775716+0.362939*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "1.32332+-0.560203*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "0.898862+0.0521189*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "1.25994+-0.403093*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "-0.601689+1.68113*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "4.67104+-3.87028*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-2.98238+4.07637*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "7.42686+-6.58338*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "3.40695+-2.52245*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.87807"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.25909"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "0.399522+-0.94518*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "1.34745+0.421204*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "0.746334+-0.775405*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "1.00518+0.00813685*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.10616+0.645462*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.13596+-1.57029*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "0.807538+0.20163*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.747849+0.368707*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.751863+0.36057*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "1.28352+-0.535691*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "0.865775+0.0669486*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "1.21199+-0.369525*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "-0.598651+1.65761*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "4.53437+-3.74671*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-2.96728+4.04235*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "7.26188+-6.43297*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "3.32204+-2.45293*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.864174"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.38832"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "-0.00754934+-1.54163*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "1.34244+0.404304*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "0.769414+-0.736387*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "1.03128+0.05632*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.12495+0.647441*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.15572+-1.64083*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "0.826954+0.132952*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.817674+0.158928*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.716671+0.363719*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "1.27073+-0.570301*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "0.875187+0.00030719*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "1.11371+-0.300404*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "0.679297+0.185953*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "2.71558+-1.95795*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-3.95661+4.96987*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "4.24986+-3.43409*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "1.80724+-0.966546*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.83834"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.08954"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "0.338635+-0.83014*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "1.19486+0.404051*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.22722+0.468479*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "1.15401+0.246871*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.18913+0.468474*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.20633+-0.810996*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.18481+-0.694866*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "1.2119+-0.770682*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "1.27551+-0.899671*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "1.33011+-0.991712*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "1.35226+-1.02367*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "1.4118+-1.09873*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "1.82729+-1.56389*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "0.783548+-0.46499*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "0.99802+-0.687679*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "0.708948+-0.39165*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "1.23533+-0.923401*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.30888"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -1.1, -0.90455, "0"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "8.55208+9.45452*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "2.51265+0.749033*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "2.27227+0.270511*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "2.25628+0.222115*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.36673+-5.39198*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.26336+2.29366*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.32423+1.96522*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "1.24763+2.17964*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "1.06771+2.54445*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.91329+2.80476*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "0.850641+2.89514*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "0.682262+3.10742*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "-0.492822+4.42301*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "2.45908+1.31508*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "1.85251+1.9449*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "2.67007+1.10767*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "1.18136+2.61156*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 1.0033, 1.1, "3.80154"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -1.1, -0.90455, "0.989632"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "0.989632+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "0.989632+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "0.989632+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "0.989632+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.37526+2.43374*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.43745+-2.1903*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.26303+-1.24925*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "1.04156+-0.629334*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.663416+0.137388*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.217715+0.888738*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "-0.305609+1.64368*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "-0.991217+2.50803*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "-1.94923+3.58059*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "-1.10571+2.69249*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-1.69958+3.30912*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "-1.41919+3.02198*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "-1.70859+3.31433*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 1.0033, 1.1, "1.61668"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.01059"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "1.01059+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "1.01059+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.01059+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "1.01059+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "0.616796+-2.48527*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "0.553285+2.23668*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "0.731402+1.2757*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.957557+0.64266*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "1.34371+-0.140297*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "1.79885+-0.907557*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "2.33325+-1.67848*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "3.03338+-2.56114*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "4.01168+-3.65641*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "3.15029+-2.7495*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "3.75674+-3.37919*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "3.47042+-3.08597*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "3.76594+-3.38451*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.370262"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -1.1, -0.90455, "1.30119"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -0.90455, -0.69375, "-0.399951+-1.88108*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -0.69375, -0.50235, "1.77674+1.25649*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -0.50235, -0.33035, "0.680685+-0.925367*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -0.33035, -0.15845, "0.991989+0.0169804*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -0.15845, 0.01345, "1.16001+1.07736*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.01345, 0.18535, "1.19022+-1.16873*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.18535, 0.35725, "1.03933+-0.354654*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.35725, 0.4932, "0.959977+-0.13254*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.4932, 0.5932, "0.451111+0.899224*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.5932, 0.6932, "0.923254+0.103298*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.6932, 0.7932, "1.1277+-0.191632*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.7932, 0.8932, "0.463559+0.645661*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.8932, 0.9498, "3.87504+-3.17373*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.9498, 0.9631, "-1.73706+2.73499*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.9631, 0.9765, "-5.21859+6.34991*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.9765, 0.9899, "2.71367+-1.77324*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.9899, 1.0033, "5.70658+-4.79669*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 1.0033, 1.1, "0.893788"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -1.1, -0.90455, "1.30119"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -0.90455, -0.69375, "-0.3993+-1.87802*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -0.69375, -0.50235, "1.77385+1.25444*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -0.50235, -0.33035, "0.679576+-0.92386*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -0.33035, -0.15845, "0.990374+0.0169527*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -0.15845, 0.01345, "1.15812+1.07561*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.01345, 0.18535, "1.18828+-1.16683*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.18535, 0.35725, "1.03763+-0.354076*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.35725, 0.4932, "0.958413+-0.132324*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.4932, 0.5932, "0.450376+0.89776*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.5932, 0.6932, "0.921751+0.103129*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.6932, 0.7932, "1.12586+-0.19132*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.7932, 0.8932, "0.462804+0.644609*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.8932, 0.9498, "3.86873+-3.16856*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.9498, 0.9631, "-1.73423+2.73053*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.9631, 0.9765, "-5.21009+6.33957*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.9765, 0.9899, "2.70925+-1.77036*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.9899, 1.0033, "5.69729+-4.78888*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 1.0033, 1.1, "0.893788"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -1.1, -0.90455, "1.30119"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -0.90455, -0.69375, "-0.400529+-1.8838*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -0.69375, -0.50235, "1.77931+1.2583*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -0.50235, -0.33035, "0.681669+-0.926705*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -0.33035, -0.15845, "0.993423+0.0170049*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -0.15845, 0.01345, "1.16168+1.07892*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.01345, 0.18535, "1.19194+-1.17042*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.18535, 0.35725, "1.04083+-0.355167*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.35725, 0.4932, "0.961364+-0.132731*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.4932, 0.5932, "0.451763+0.900524*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.5932, 0.6932, "0.924589+0.103447*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.6932, 0.7932, "1.12933+-0.191909*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.7932, 0.8932, "0.464229+0.646594*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.8932, 0.9498, "3.88064+-3.17832*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.9498, 0.9631, "-1.73957+2.73894*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.9631, 0.9765, "-5.22614+6.35909*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.9765, 0.9899, "2.71759+-1.77581*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.9899, 1.0033, "5.71483+-4.80363*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 1.0033, 1.1, "0.893788"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -1.1, -0.90455, "0.667634"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -0.90455, -0.69375, "0.994647+0.288522*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -0.69375, -0.50235, "2.15784+1.9652*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -0.50235, -0.33035, "0.757519+-0.822346*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -0.33035, -0.15845, "1.06805+0.117671*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -0.15845, 0.01345, "1.25459+1.29491*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.01345, 0.18535, "1.28914+-1.27366*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.18535, 0.35725, "1.11626+-0.340989*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.35725, 0.4932, "1.06851+-0.20731*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.4932, 0.5932, "0.415768+1.11617*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.5932, 0.6932, "1.00792+0.117941*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.6932, 0.7932, "1.2584+-0.243403*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.7932, 0.8932, "0.386059+0.856371*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.8932, 0.9498, "4.25361+-3.47362*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.9498, 0.9631, "-1.80143+2.90145*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.9631, 0.9765, "-5.77482+7.02708*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.9765, 0.9899, "2.9582+-1.91611*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.9899, 1.0033, "6.3037+-5.29574*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 1.0033, 1.1, "0.901333"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, -1.1, -0.90455, "1.47973"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, -0.90455, -0.69375, "-1.06144+-2.91028*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, -0.69375, -0.50235, "1.59613+0.92045*x"
