cMVAv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.491806+0.987098*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.805796+0.457782*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "2.33853+-1.75331*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "0.77883+0.213022*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "0.745638+0.250183*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "10.8754+-10.4149*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-6.56018+7.68863*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "3.96477+-3.0896*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "4.48538+-3.61553*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.867612"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.02906"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "2.03536+1.1287*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "0.00256486+-1.80145*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.39992+0.980186*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "1.0369+-0.118696*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.08045+0.15613*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.08496+-0.178903*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.25697+-1.10693*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.561764+0.83905*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.490268+0.984012*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.803277+0.456351*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "2.33122+-1.74783*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "0.776395+0.212357*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "0.743307+0.249401*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "10.8414+-10.3824*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-6.53967+7.6646*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "3.95237+-3.07994*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "4.47136+-3.60423*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.867612"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.02906"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "2.04794+1.13568*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "0.00258072+-1.81258*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.40857+0.986244*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "1.04331+-0.11943*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.08713+0.157095*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.09166+-0.180009*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.26473+-1.11377*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.565236+0.844237*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.493299+0.990094*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.808242+0.459172*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "2.34563+-1.75864*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "0.781194+0.213669*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "0.747902+0.250942*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "10.9084+-10.4465*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-6.58009+7.71197*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "3.9768+-3.09898*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "4.499+-3.6265*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.867612"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "0.293703"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "4.32866+4.42709*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "0.0255481+-1.77559*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.67393+1.50575*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "1.16737+-0.0276705*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.2293+0.363209*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.23626+-0.154107*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.44783+-1.29559*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.586763+1.11468*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.525613+1.23867*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.887517+0.628582*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "2.74496+-2.05094*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "0.877519+0.303376*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "0.825084+0.36208*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "12.9273+-12.3797*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-7.82473+9.16734*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "4.72742+-3.68688*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "5.27422+-4.23926*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.92511"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.21158"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "1.12803+-0.183933*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "-0.00660416+-1.81944*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.29643+0.774435*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "0.989204+-0.155559*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.02559+0.0740828*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.02914+-0.189568*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.18608+-1.03629*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.554168+0.732526*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.478237+0.886482*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.773047+0.3895*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "2.17588+-1.6342*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "0.739307+0.176905*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "0.713806+0.205455*x"
